imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
"tt0185937,The Blair Witch Project - Il mistero della strega di Blair,The Blair Witch Project,1999,2000-02-18,""Horror, Mystery"",81,USA,English,""Daniel Myrick, Eduardo Sánchez"",""Daniel Myrick, Eduardo Sánchez"",Haxan Films,""Heather Donahue, Joshua Leonard, Michael C. Williams, Bob Griffin, Jim King, Sandra Sánchez, Ed Swanson, Patricia DeCou, Mark Mason, Susie Gooch"",""Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind."",6.5,227601,$ 60000,$ 140539099,$ 248639099,81.0,3527.0,410.0"
"tt0499549,Avatar,Avatar,2009,2010-01-15,""Action, Adventure, Fantasy"",162,USA,""English, Spanish"",James Cameron,James Cameron,Twentieth Century Fox,""Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi, Joel David Moore, CCH Pounder, Wes Studi, Laz Alonso, Dileep Rao, Matt Gerald, Sean Anthony Moran, Jason Whyte, Scott Lawrence"",A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,7.8,1101160,$ 237000000,$ 760507625,$ 2790439092,83.0,3442.0,733.0"
"tt0848228,The Avengers,The Avengers,2012,2012-04-25,""Action, Adventure, Sci-Fi"",143,USA,""English, Russian, Hindi"",Joss Whedon,""Joss Whedon, Zak Penn"",Marvel Studios,""Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Tom Hiddleston, Clark Gregg, Cobie Smulders, Stellan Skarsgård, Samuel L. Jackson, Gwyneth Paltrow, Paul Bettany, Alexis Denisof, Tina Benko"",Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,8.0,1241220,$ 220000000,$ 623357910,$ 1518814206,69.0,1934.0,755.0"
"tt1179904,Paranormal Activity,Paranormal Activity,2007,2010-02-05,""Horror, Mystery, Thriller"",86,USA,English,Oren Peli,Oren Peli,Solana Films,""Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong, Ashley Palmer"",""After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence."",6.3,217252,$ 15000,$ 107918810,$ 193355800,68.0,1267.0,303.0"
"tt0418279,Transformers,Transformers,2007,2007-06-28,""Action, Adventure, Sci-Fi"",144,USA,""English, Spanish"",Michael Bay,""Roberto Orci, Alex Kurtzman"",DreamWorks,""Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson, Rachael Taylor, Anthony Anderson, Jon Voight, John Turturro, Michael O'Neill, Kevin Dunn, Julie White, Amaury Nolasco, Zack Ward, Luis Echagarruga, Patrick Mulderrig"",""An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager."",7.0,589274,$ 150000000,$ 319246193,$ 709709780,61.0,1876.0,396.0"
"tt0903624,Lo Hobbit - Un viaggio inaspettato,The Hobbit: An Unexpected Journey,2012,2012-12-13,""Adventure, Fantasy"",169,""New Zealand, USA"",English,Peter Jackson,""Fran Walsh, Philippa Boyens"",Metro-Goldwyn-Mayer (MGM),""Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott, Graham McTavish, William Kircher, James Nesbitt, Stephen Hunter, Dean O'Gorman, Aidan Turner, John Callen, Peter Hambleton, Jed Brophy, Mark Hadlow, Adam Brown"",""A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug."",7.8,746008,$ 180000000,$ 303003568,$ 1017003568,58.0,1440.0,669.0"
